"Название товара";"Короткое описание товара";"Полное описание товара";"Скрыт ли товар на сайте?";Артикул;"Цена продажи, без учёта скидок";"Старая цена";"Закупочная цена";Остаток;"Ед. измерения";"Изображения товара";"Короткое SEO описание товара";"Полное SEO описание товара";"Заголовок страницы товара";"Мета-тег keywords";"Мета-тег description";"URL переменная пути";"Описание модификации товара";"Идентификатор товара в магазине";"Пользовательский идентификатор товара";"Изображение модификации товара";"Название св-ва для модификации товара №1";"Значение св-ва для модификации товара №1";"Название св-ва для модификации товара №2";"Значение св-ва для модификации товара №2"
"Светодиодные подарки под елку 50298";;"Комплект 3в1 <br />
Размер: 25 Ширина * 25 Длина * 22 Высота<br />
20 Ширина * 20 Длина * 18 Высота<br />
15 Ширина * 15 Длина * 14 Высота<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
 ";;50298;"2 600,00";0,00;"2 000,00";100,00000;шт;https://i1.storeland.net/3/1495/214946180/6e1ffd/svetodiodnye-podarki-pod-elku-50297.png;;;"Светодиодные подарки";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-198;;194524386;;;Размер;единый;;
"Светодиодные подарки под елку 50297";;"Комплект 3в1 <br />
Размер: 25 Ширина * 25 Длина * 22 Высота<br />
20 Ширина * 20 Длина * 18 Высота<br />
15 Ширина * 15 Длина * 14 Высота<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
 ";;50297;"2 860,00";0,00;"2 200,00";100,00000;шт;"https://i1.storeland.net/3/1495/214946126/6e1ffd/fonarik-50296.png
https://i1.storeland.net/3/1495/214946127/6e1ffd/fonarik-50296.png";;;"Светодиодные подарки";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-148;;194524385;;;Размер;единый;;
"Фонарик 50296";;"Размеры: 15см*5см<br />
Без выбора цвета<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
 ";;50296;195,00;0,00;150,00;100,00000;шт;"https://i4.storeland.net/2/9531/195301791/6e1ffd/fonarik-33674.jpg
https://i4.storeland.net/2/9531/195301792/6e1ffd/fonarik-33674.jpg
https://i5.storeland.net/3/1495/214946125/6e1ffd/fonarik-33674.png";;;Фонарик;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-194;;194524384;;;Размер;единый;;
"Тапочки женские 50295";;"Размеры: единый: 38-41<br />
Желаемый цвет пишем в комментарии к заказу.<br />
 ";;50295;320,00;0,00;250,00;100,00000;шт;"https://i2.storeland.net/2/8187/181869386/6e1ffd/tapochki-zhenskie-23970.jpg
https://i2.storeland.net/2/8332/183318650/6e1ffd/tapochki-zhenskie-23971.png
https://i3.storeland.net/2/8332/183318651/6e1ffd/tapochki-zhenskie-23971.png
https://i2.storeland.net/2/8332/183318652/6e1ffd/tapochki-zhenskie-23971.png
https://i3.storeland.net/2/8332/183318653/6e1ffd/tapochki-zhenskie-23971.png";;;"Тапочки женские";"купить Тапочки женские, кроссовки женские, женская обувь, обувь оптом, кроссовки оптом, женская обувь оптом, дешевая обувь, Ботинки зимние женские";"Ботинки зимние женские";Tapochki-zhenskie-3;;194524383;;;Размер;единый;;
"Новогодняя скатерть 50294";;"Без выбора цвета<br />
Размеры: 110*140см, 150*180см, 150*220см<br />
Ткань: полиэстер<br />
<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50294;390,00;0,00;300,00;100,00000;шт;"https://i1.storeland.net/3/1494/214932703/6e1ffd/meshok-dlya-podarkov-50284.png
https://i1.storeland.net/3/1494/214932704/6e1ffd/meshok-dlya-podarkov-50284.png
https://i1.storeland.net/3/1494/214932705/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932706/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932707/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932708/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932709/6e1ffd/meshok-dlya-podarkov-50284.png
https://i2.storeland.net/3/1494/214932710/6e1ffd/meshok-dlya-podarkov-50284.png";;;"Новогодняя скатерть";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-217;;194520270;;;Размер;150*180см;;
"Новогодняя скатерть 50294";;"Без выбора цвета<br />
Размеры: 110*140см, 150*180см, 150*220см<br />
Ткань: полиэстер<br />
<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50294;320,00;0,00;250,00;100,00000;шт;"https://i1.storeland.net/3/1494/214932703/6e1ffd/meshok-dlya-podarkov-50284.png
https://i1.storeland.net/3/1494/214932704/6e1ffd/meshok-dlya-podarkov-50284.png
https://i1.storeland.net/3/1494/214932705/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932706/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932707/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932708/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932709/6e1ffd/meshok-dlya-podarkov-50284.png
https://i2.storeland.net/3/1494/214932710/6e1ffd/meshok-dlya-podarkov-50284.png";;;"Новогодняя скатерть";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-217;;194520270;;;Размер;110*140см;;
"Новогодняя скатерть 50294";;"Без выбора цвета<br />
Размеры: 110*140см, 150*180см, 150*220см<br />
Ткань: полиэстер<br />
<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50294;450,00;0,00;350,00;100,00000;шт;"https://i1.storeland.net/3/1494/214932703/6e1ffd/meshok-dlya-podarkov-50284.png
https://i1.storeland.net/3/1494/214932704/6e1ffd/meshok-dlya-podarkov-50284.png
https://i1.storeland.net/3/1494/214932705/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932706/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932707/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932708/6e1ffd/meshok-dlya-podarkov-50284.png
https://i4.storeland.net/3/1494/214932709/6e1ffd/meshok-dlya-podarkov-50284.png
https://i2.storeland.net/3/1494/214932710/6e1ffd/meshok-dlya-podarkov-50284.png";;;"Новогодняя скатерть";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-217;;194520270;;;Размер;150*220см;;
"Гирлянда Бахрома 50293";;"Уличная гирлянда Бахрома<br />
Размер:<br />
12м*60см <br />
25м*60см<br />
Цвет: Розовый<br />
<br />
 ";;50293;910,00;0,00;700,00;100,00000;шт;https://i5.storeland.net/3/1494/214932700/6e1ffd/girlyanda-bahroma-50191.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-216;;194520269;;;Размер;12м;;
"Гирлянда Бахрома 50293";;"Уличная гирлянда Бахрома<br />
Размер:<br />
12м*60см <br />
25м*60см<br />
Цвет: Розовый<br />
<br />
 ";;50293;"1 420,00";0,00;"1 100,00";100,00000;шт;https://i5.storeland.net/3/1494/214932700/6e1ffd/girlyanda-bahroma-50191.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-216;;194520269;;;Размер;25м;;
"Северный олень 50292";;"Размер: 30см, 40см, 50см, 60см<br />
Цвет: желтый<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50292;"1 240,00";0,00;950,00;100,00000;шт;"https://i4.storeland.net/2/9531/195301798/6e1ffd/girlyanda-32589.jpg
https://i5.storeland.net/2/9531/195301799/6e1ffd/girlyanda-32589.jpg
https://i3.storeland.net/2/9531/195301800/6e1ffd/girlyanda-32589.jpg
https://i4.storeland.net/2/9531/195301801/6e1ffd/girlyanda-32589.jpg";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-215;;194520268;;;Размер;40см;;
"Северный олень 50292";;"Размер: 30см, 40см, 50см, 60см<br />
Цвет: желтый<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50292;"1 550,00";0,00;"1 200,00";100,00000;шт;"https://i4.storeland.net/2/9531/195301798/6e1ffd/girlyanda-32589.jpg
https://i5.storeland.net/2/9531/195301799/6e1ffd/girlyanda-32589.jpg
https://i3.storeland.net/2/9531/195301800/6e1ffd/girlyanda-32589.jpg
https://i4.storeland.net/2/9531/195301801/6e1ffd/girlyanda-32589.jpg";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-215;;194520268;;;Размер;50см;;
"Северный олень 50292";;"Размер: 30см, 40см, 50см, 60см<br />
Цвет: желтый<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50292;970,00;0,00;750,00;100,00000;шт;"https://i4.storeland.net/2/9531/195301798/6e1ffd/girlyanda-32589.jpg
https://i5.storeland.net/2/9531/195301799/6e1ffd/girlyanda-32589.jpg
https://i3.storeland.net/2/9531/195301800/6e1ffd/girlyanda-32589.jpg
https://i4.storeland.net/2/9531/195301801/6e1ffd/girlyanda-32589.jpg";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-215;;194520268;;;Размер;30см;;
"Северный олень 50292";;"Размер: 30см, 40см, 50см, 60см<br />
Цвет: желтый<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50292;"1 890,00";0,00;"1 450,00";100,00000;шт;"https://i4.storeland.net/2/9531/195301798/6e1ffd/girlyanda-32589.jpg
https://i5.storeland.net/2/9531/195301799/6e1ffd/girlyanda-32589.jpg
https://i3.storeland.net/2/9531/195301800/6e1ffd/girlyanda-32589.jpg
https://i4.storeland.net/2/9531/195301801/6e1ffd/girlyanda-32589.jpg";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-215;;194520268;;;Размер;60см;;
"Новогодняя наволочка 50291";;"Размеры: 43*43 см<br />
Без выбора цвета<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
 ";;50291;195,00;0,00;150,00;100,00000;шт;https://i3.storeland.net/3/1494/214932699/6e1ffd/fonarik-50290.png;;;Фонарик;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-184;;194520267;;;Размер;единый;;
"Фонарик 50290";;"Размеры: 13 см<br />
Без выбора цвета<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
 ";;50290;130,00;0,00;100,00;100,00000;шт;"https://i3.storeland.net/3/560/205597423/6e1ffd/fonarik-32287.png
https://i2.storeland.net/3/560/205597424/6e1ffd/fonarik-32287.png
https://i4.storeland.net/3/560/205597425/6e1ffd/fonarik-32287.png
https://i2.storeland.net/3/1494/214932698/6e1ffd/fonarik-42607.png";;;Фонарик;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-214;;194520266;;;Размер;единый;;
"Гирлянда Сосулька 50289";;"Размеры: 3м * 50см. <br />
<br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50289;580,00;0,00;450,00;100,00000;шт;"https://i1.storeland.net/2/7893/178928917/6e1ffd/girlyanda-meteoritnyj-dozhd-22452.png
https://i2.storeland.net/2/7893/178928920/6e1ffd/girlyanda-meteoritnyj-dozhd-22451.png";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-286;;194520265;;;Размер;3*50;;
"Гирлянда Сосулька 50288";;"Размеры: 3м * 50см. <br />
<br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50288;580,00;0,00;450,00;100,00000;шт;"https://i1.storeland.net/2/7893/178928913/6e1ffd/girlyanda-meteoritnyj-dozhd-22450.png
https://i4.storeland.net/2/7893/178928921/6e1ffd/girlyanda-meteoritnyj-dozhd-22452.png";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-285;;194520264;;;Размер;3*50;;
"Гирлянда Сосулька 50287";;"Размеры: 3м * 50см. <br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50287;580,00;0,00;450,00;100,00000;шт;"https://i3.storeland.net/2/7893/178928911/6e1ffd/girlyanda-meteoritnyj-dozhd-22449.png
https://i2.storeland.net/2/7893/178928912/6e1ffd/girlyanda-meteoritnyj-dozhd-22449.png";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-249;;194520263;;;Размер;3*50;;
"Гирлянда Сосулька 50286";;"Размеры: 3м * 50см. <br />
<br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50286;580,00;0,00;450,00;100,00000;шт;"https://i2.storeland.net/2/7893/178928866/6e1ffd/girlyanda-22448.png
https://i4.storeland.net/2/7893/178928867/6e1ffd/girlyanda-22448.png";;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-211;;194520262;;;Размер;3*50;;
"Сосна новогодняя 50285";;"Размеры: 60см, 90см, 120см, 150см, 180см, 210см, 240см<br />
<br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;32560;250,00;320,00;190,00;100,00000;шт;https://i5.storeland.net/2/9429/194285625/6e1ffd/sosna-novogodnyaya-32560.jpg;;;"Сосна новогодняя";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-182;;194520261;;;Размер;60см;;
"Сосна новогодняя 50285";;"Размеры: 60см, 90см, 120см, 150см, 180см, 210см, 240см<br />
<br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;32560;380,00;500,00;290,00;100,00000;шт;https://i5.storeland.net/2/9429/194285625/6e1ffd/sosna-novogodnyaya-32560.jpg;;;"Сосна новогодняя";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-182;;194520261;;;Размер;90см;;
