"Название товара";"Короткое описание товара";"Полное описание товара";"Скрыт ли товар на сайте?";Артикул;"Цена продажи, без учёта скидок";"Старая цена";"Закупочная цена";Остаток;"Ед. измерения";"Изображения товара";"Короткое SEO описание товара";"Полное SEO описание товара";"Заголовок страницы товара";"Мета-тег keywords";"Мета-тег description";"URL переменная пути";"Описание модификации товара";"Идентификатор товара в магазине";"Пользовательский идентификатор товара";"Изображение модификации товара";"Название св-ва для модификации товара №1";"Значение св-ва для модификации товара №1";"Название св-ва для модификации товара №2";"Значение св-ва для модификации товара №2"
"Гирлянда Катушка, 50м 50272";;"Размер: 50 метров<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50272;650,00;0,00;500,00;100,00000;шт;"https://i4.storeland.net/3/1493/214925681/6e1ffd/girlyanda-katushka-50m-50271.png
https://i3.storeland.net/3/1493/214925682/6e1ffd/girlyanda-katushka-50m-50271.png";;;"Деревянные подвески";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-283;;194518940;;;Размер;5м;;
"Гирлянда Катушка, 50м 50271";;"Размер: 50 метров<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50271;650,00;0,00;500,00;100,00000;шт;"https://i3.storeland.net/3/1493/214925678/6e1ffd/girlyanda-katushka-50m-50270.png
https://i2.storeland.net/3/1493/214925679/6e1ffd/girlyanda-katushka-50m-50270.png";;;"Деревянные подвески";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-282;;194518939;;;Размер;5м;;
"Гирлянда Катушка, 50м 50270";;"Размер: 50 метров<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50270;650,00;0,00;500,00;100,00000;шт;"https://i2.storeland.net/3/1493/214925667/6e1ffd/girlyanda-katushka-50m-50269.png
https://i4.storeland.net/3/1493/214925673/6e1ffd/girlyanda-katushka-50m-50269.png";;;"Деревянные подвески";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-281;;194518935;;;Размер;5м;;
"Гирлянда Катушка, 50м 50269";;"Размер: 50 метров<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50269;650,00;0,00;500,00;100,00000;шт;"https://i3.storeland.net/3/1493/214925474/6e1ffd/girlyanda-domik-50268.png
https://i3.storeland.net/3/1493/214925476/6e1ffd/girlyanda-domik-50268.png";;;"Деревянные подвески";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-157;;194518708;;;Размер;5м;;
"Гирлянда Домик 50268";;"<br />
Размер: 5 метров<br />
Цвет: желтый<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50268;580,00;0,00;450,00;100,00000;шт;"https://i2.storeland.net/3/645/206449503/6e1ffd/novogodnij-olen-43263.png
https://i5.storeland.net/3/645/206449504/6e1ffd/novogodnij-olen-43263.png";;;"Деревянные подвески";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-101;;194500317;;;Размер;5м;;
"Фигурка светящаяся Елка 50267";;"Размер: 10,5см * 6см <br />
Цвет: желтый<br />
<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50267;130,00;0,00;100,00;100,00000;шт;"https://i4.storeland.net/3/561/205603611/6e1ffd/figurka-svetyashhayasya-elka-42574.jpg
https://i4.storeland.net/3/561/205603612/6e1ffd/figurka-svetyashhayasya-elka-42574.png";;;"Ночник настольный";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-162;;194500316;;;Размер;единый    ;;
"Пакеты для упаковки 10шт 50251";;"Пакеты для упаковки конфет <br />
Размер: 9*11*15 см<br />
В упаковке разные цвета, упаковка 10 шт<br />
Откройте для себя очаровательные пакетики, которые станут идеальным оформлением для ваших сладких подарков! Эти удивительные упаковки в виде куба с дизайном в стиле бантика с оленем и Дедом Морозом добавят волшебства в каждую деталь.Изготовленные из высококачественного прозрачного ВХ-пластика, эти пакеты не только красивы, но и надежны.идеально подходящих для праздничного оформления. Идеально подходит для конфет и небольших подарков!<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50251;520,00;0,00;400,00;100,00000;шт;"https://i2.storeland.net/3/1471/214704966/6e1ffd/pakety-dlya-upakovki-10sht-50248.png
https://i5.storeland.net/3/1471/214704967/6e1ffd/pakety-dlya-upakovki-10sht-50248.png
https://i5.storeland.net/3/1471/214704968/6e1ffd/pakety-dlya-upakovki-10sht-50248.png";;;"Пакеты для упаковки";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-161;;194461652;;;Размер;единый    ;;
"Гирлянда, 5 метров 50250";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 5 метров</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50250;65,00;75,00;50,00;100,00000;шт;https://i5.storeland.net/3/1471/214704965/6e1ffd/girlyanda-5-metrov-50249.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-280;;194461651;;;Цвет;"  желтый";;
"Гирлянда, 5 метров 50250";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 5 метров</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50250;65,00;75,00;50,00;100,00000;шт;https://i5.storeland.net/3/1471/214704965/6e1ffd/girlyanda-5-metrov-50249.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-280;;194461651;;;Цвет;"  синий";;
"Гирлянда, 5 метров 50250";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 5 метров</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50250;65,00;75,00;50,00;100,00000;шт;https://i5.storeland.net/3/1471/214704965/6e1ffd/girlyanda-5-metrov-50249.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-280;;194461651;;;Цвет;Цветной;;
"Гирлянда, 5 метров 50250";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 5 метров</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50250;65,00;75,00;50,00;100,00000;шт;https://i5.storeland.net/3/1471/214704965/6e1ffd/girlyanda-5-metrov-50249.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-280;;194461651;;;Цвет;"  белый";;
"Гирлянда, 3 метра 50249";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 3 метра</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50249;55,00;75,00;40,00;100,00000;шт;https://i1.storeland.net/2/7893/178927588/6e1ffd/girlyanda-2-metra-22442.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-278;;194461649;;;Цвет;"  желтый";;
"Гирлянда, 3 метра 50249";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 3 метра</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50249;55,00;75,00;40,00;100,00000;шт;https://i1.storeland.net/2/7893/178927588/6e1ffd/girlyanda-2-metra-22442.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-278;;194461649;;;Цвет;"  синий";;
"Гирлянда, 3 метра 50249";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 3 метра</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50249;55,00;75,00;40,00;100,00000;шт;https://i1.storeland.net/2/7893/178927588/6e1ffd/girlyanda-2-metra-22442.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-278;;194461649;;;Цвет;Цветной;;
"Гирлянда, 3 метра 50249";;"<span style=""color: rgb(0, 0, 0);"">Размеры: 3 метра</span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50249;55,00;75,00;40,00;100,00000;шт;https://i1.storeland.net/2/7893/178927588/6e1ffd/girlyanda-2-metra-22442.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-278;;194461649;;;Цвет;"  белый";;
"Пакеты для упаковки 10шт 50248";;"Пакеты для упаковки конфет <br />
Размер: 9*9*20 см<br />
В упаковке разные цвета, упаковка 10 шт<br />
Откройте для себя очаровательные пакетики, которые станут идеальным оформлением для ваших сладких подарков! Эти удивительные упаковки в виде куба с дизайном в стиле бантика с оленем и Дедом Морозом добавят волшебства в каждую деталь.Изготовленные из высококачественного прозрачного ВХ-пластика, эти пакеты не только красивы, но и надежны.идеально подходящих для праздничного оформления. Идеально подходит для конфет и небольших подарков!<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50248;320,00;0,00;250,00;100,00000;шт;"https://i4.storeland.net/3/1471/214704962/6e1ffd/girlyanda-prishhepki-50247.png
https://i1.storeland.net/3/1471/214704963/6e1ffd/girlyanda-prishhepki-50247.png
https://i1.storeland.net/3/1471/214704964/6e1ffd/girlyanda-prishhepki-50247.png";;;"Пакеты для упаковки";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-277;;194461648;;;Размер;единый    ;;
"Гирлянда Прищепки 50247";;"Размер: 2 метра (20 прищепок)<br />
Работает от сети<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50247;195,00;0,00;150,00;100,00000;шт;https://i1.storeland.net/3/1471/214704961/6e1ffd/girlyanda-prishhepki-50246.png;;;"Ночник настольный";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-229;;194461647;;;Размер;единый    ;;
"Гирлянда Прищепки 50246";;"Размер: 2 метра (20 прищепок)<br />
Работает от сети<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50246;195,00;0,00;150,00;100,00000;шт;https://i3.storeland.net/3/1471/214704960/6e1ffd/girlyanda-50213.png;;;"Ночник настольный";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-130;;194461646;;;Размер;единый    ;;
"Диско шар 50245";;"Диско шар - MP3, USB, SD, BLUETOOTH с пультом<br />
<br />
<br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0);""></span><br style=""color: rgb(0, 0, 0);"" />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50245;580,00;0,00;450,00;100,00000;шт;"https://i4.storeland.net/2/7897/178968761/6e1ffd/sosna-22461.jpg
https://i4.storeland.net/2/7897/178968774/6e1ffd/sosna-22461.png
https://i1.storeland.net/2/7897/178968785/6e1ffd/sosna-22461.png
https://i3.storeland.net/2/7897/178968786/6e1ffd/sosna-22461.png";;;"Диско шар";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки, Сосна, исскуственные елки, купить елку";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-106;;194461645;;;Размер;единый    ;;
"Ночник настольный 50244";;"БЕЗ ВЫБОРА!<br />
Размер:6см высота: 6см ширина<br />
Питание: USB от сети<br />
Цвет: Светло жёлтый<br />
Матариал: стекло<br />
Комплект: ночник, кабель, для зарядки usb<br />
<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
<br />
 ";;50244;260,00;0,00;150,00;100,00000;шт;"https://i2.storeland.net/3/647/206461130/6e1ffd/nochnik-nastolnyj-42567.png
https://i1.storeland.net/3/786/207853725/6e1ffd/nochnik-nastolnyj-43270.jpg
https://i1.storeland.net/3/786/207853726/6e1ffd/nochnik-nastolnyj-43270.jpg
https://i1.storeland.net/3/786/207853727/6e1ffd/nochnik-nastolnyj-43270.png
https://i1.storeland.net/3/786/207853728/6e1ffd/nochnik-nastolnyj-43270.png
https://i1.storeland.net/3/786/207853729/6e1ffd/nochnik-nastolnyj-43270.jpg
https://i3.storeland.net/3/786/207853736/6e1ffd/nochnik-nastolnyj-43270.png
https://i3.storeland.net/3/786/207853737/6e1ffd/nochnik-nastolnyj-43270.png
https://i3.storeland.net/3/786/207853738/6e1ffd/nochnik-nastolnyj-43270.png
https://i3.storeland.net/3/786/207853741/6e1ffd/nochnik-nastolnyj-43270.png
https://i1.storeland.net/3/786/207853747/6e1ffd/nochnik-nastolnyj-43270.png
https://i1.storeland.net/3/786/207853748/6e1ffd/nochnik-nastolnyj-43270.png
https://i1.storeland.net/3/786/207853749/6e1ffd/nochnik-nastolnyj-43270.png
https://i1.storeland.net/3/786/207853750/6e1ffd/nochnik-nastolnyj-43270.png
https://i3.storeland.net/3/786/207853751/6e1ffd/nochnik-nastolnyj-43270.png";;;"Ночник настольный";"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-105;;194461644;;;Размер;единый    ;;
"Звезда на елку 50243";;"<br />
Размеры: 18 см<br />
<br />
<span style=""color: rgb(0, 0, 0); font-family: -apple-system, BlinkMacSystemFont, Roboto, "" helvetica="""" neue"",="""" geneva,="""" ""noto="""" sans="""" armenian"",="""" bengali"",="""" cherokee"",="""" devanagari"",="""" ethiopic"",="""" georgian"",="""" hebrew"",="""" kannada"",="""" khmer"",="""" lao"",="""" osmanya"",="""" tamil"",="""" telugu"",="""" thai"",="""" sans-serif,="""" arial,="""" tahoma,="""" verdana;""=""""><br />
<br />
<br />
 ";;50243;130,00;0,00;100,00;100,00000;шт;https://i5.storeland.net/2/9422/194211364/6e1ffd/bantiki-na-elku-upakovka-32282.jpg;;;Гирлянда;"одежда оптом, с шортами костюм, купить гирлянды, костюмы оптом, оптом, женский костюм, прикольные, модные, интернет магазин, Штаны теплые женские, Гирлянда звёздочки";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";7823e877f9-276;;194461643;;;Размер;единый;;
