"Название товара";"Короткое описание товара";"Полное описание товара";"Скрыт ли товар на сайте?";Артикул;"Цена продажи, без учёта скидок";"Старая цена";"Закупочная цена";Остаток;"Ед. измерения";"Изображения товара";"Короткое SEO описание товара";"Полное SEO описание товара";"Заголовок страницы товара";"Мета-тег keywords";"Мета-тег description";"URL переменная пути";"Описание модификации товара";"Идентификатор товара в магазине";"Пользовательский идентификатор товара";"Изображение модификации товара";"Название св-ва для модификации товара №1";"Значение св-ва для модификации товара №1";"Название св-ва для модификации товара №2";"Значение св-ва для модификации товара №2"
"Кофта женская 49602";;"Размер: единый 42-50<br />
Машинная вязка<br />
Ткань: 60% шерсть, 40% акрил<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49602;910,00;0,00;700,00;100,00000;шт;https://i4.storeland.net/3/1402/214013775/6e1ffd/kofta-zhenskaya-49601.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-104;;194255287;;;Размер;единый;;
"Кофта женская 49601";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49601;"1 040,00";0,00;800,00;100,00000;шт;"https://i5.storeland.net/3/1402/214013767/6e1ffd/kofta-zhenskaya-49600.png
https://i3.storeland.net/3/1402/214013768/6e1ffd/kofta-zhenskaya-49600.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-103;;194255285;;;Размер;единый;;
"Кофта женская 49600";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49600;"1 040,00";0,00;800,00;100,00000;шт;"https://i5.storeland.net/3/1402/214013765/6e1ffd/kofta-zhenskaya-49599.png
https://i5.storeland.net/3/1402/214013766/6e1ffd/kofta-zhenskaya-49599.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-102;;194255284;;;Размер;единый;;
"Кофта женская 49599";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49599;"1 040,00";0,00;800,00;100,00000;шт;"https://i4.storeland.net/3/1402/214013755/6e1ffd/kofta-zhenskaya-49598.png
https://i5.storeland.net/3/1402/214013756/6e1ffd/kofta-zhenskaya-49598.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-101;;194255282;;;Размер;единый;;
"Кофта женская 49598";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49598;"1 040,00";0,00;800,00;100,00000;шт;"https://i5.storeland.net/3/1402/214013752/6e1ffd/kofta-zhenskaya-49597.png
https://i5.storeland.net/3/1402/214013753/6e1ffd/kofta-zhenskaya-49597.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-100;;194255281;;;Размер;единый;;
"Кофта женская 49597";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49597;"1 040,00";0,00;800,00;100,00000;шт;https://i3.storeland.net/3/1402/214013748/6e1ffd/kofta-zhenskaya-49596.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-99;;194255280;;;Размер;единый;;
"Кофта женская 49596";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49596;"1 040,00";0,00;800,00;100,00000;шт;"https://i5.storeland.net/3/1402/214013746/6e1ffd/kofta-zhenskaya-49595.png
https://i5.storeland.net/3/1402/214013747/6e1ffd/kofta-zhenskaya-49595.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-98;;194255279;;;Размер;единый;;
"Кофта женская 49595";;"Размер: единый 42-48<br />
<br />
<br />
<br />
<br />
<br />
<br />
 ";;49595;"1 040,00";0,00;800,00;100,00000;шт;"https://i5.storeland.net/3/1402/214013744/6e1ffd/sviter-zhenskij-49594.png
https://i5.storeland.net/3/1402/214013745/6e1ffd/sviter-zhenskij-49594.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-97;;194255278;;;Размер;единый;;
"Свитер женский 49594";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49594;"1 170,00";0,00;900,00;100,00000;шт;"https://i5.storeland.net/3/1402/214012076/6e1ffd/sviter-zhenskij-49593.png
https://i3.storeland.net/3/1402/214012078/6e1ffd/sviter-zhenskij-49593.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-96;;194254686;;;Размер;единый;;
"Свитер женский 49593";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49593;"1 170,00";0,00;900,00;100,00000;шт;"https://i5.storeland.net/3/1402/214012055/6e1ffd/sviter-zhenskij-49592.png
https://i3.storeland.net/3/1402/214012059/6e1ffd/sviter-zhenskij-49592.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-71;;194254683;;;Размер;единый;;
"Свитер женский 49592";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49592;"1 170,00";0,00;900,00;100,00000;шт;"https://i5.storeland.net/3/1402/214012039/6e1ffd/sviter-zhenskij-49591.png
https://i3.storeland.net/3/1402/214012042/6e1ffd/sviter-zhenskij-49591.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-70;;194254681;;;Размер;единый;;
"Свитер женский 49591";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49591;"1 170,00";0,00;900,00;100,00000;шт;"https://i5.storeland.net/3/1402/214012017/6e1ffd/sviter-zhenskij-49590.png
https://i5.storeland.net/3/1402/214012020/6e1ffd/sviter-zhenskij-49590.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-61;;194254678;;;Размер;единый;;
"Свитер женский 49590";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49590;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011874/6e1ffd/sviter-zhenskij-49589.png
https://i5.storeland.net/3/1402/214011875/6e1ffd/sviter-zhenskij-49589.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-60;;194254590;;;Размер;единый;;
"Свитер женский 49589";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49589;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011872/6e1ffd/sviter-zhenskij-49588.png
https://i5.storeland.net/3/1402/214011873/6e1ffd/sviter-zhenskij-49588.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-33;;194254589;;;Размер;единый;;
"Свитер женский 49588";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49588;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011869/6e1ffd/sviter-zhenskij-49587.png
https://i5.storeland.net/3/1402/214011870/6e1ffd/sviter-zhenskij-49587.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-32;;194254588;;;Размер;единый;;
"Свитер женский 49587";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49587;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011867/6e1ffd/sviter-zhenskij-49586.png
https://i5.storeland.net/3/1402/214011868/6e1ffd/sviter-zhenskij-49586.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-31;;194254587;;;Размер;единый;;
"Свитер женский 49586";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49586;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011864/6e1ffd/sviter-zhenskij-49585.png
https://i5.storeland.net/3/1402/214011865/6e1ffd/sviter-zhenskij-49585.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-30;;194254586;;;Размер;единый;;
"Свитер женский 49585";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49585;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011861/6e1ffd/sviter-zhenskij-49584.png
https://i5.storeland.net/3/1402/214011863/6e1ffd/sviter-zhenskij-49584.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-29;;194254585;;;Размер;единый;;
"Свитер женский 49584";;"Размер: единый 42-50<br />
Ткань: вязаный трикотаж<br />
<br />
<br />
<br />
<br />
<br />
 ";;49584;"1 220,00";0,00;950,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011859/6e1ffd/sviter-zhenskij-49583.png
https://i3.storeland.net/3/1402/214011860/6e1ffd/sviter-zhenskij-49583.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-28;;194254584;;;Размер;единый;;
"Свитер женский 49583";;"Размер: единый 40-50<br />
Ткань: шерсть, акрил<br />
<br />
<br />
<br />
<br />
<br />
 ";;49583;"1 100,00";0,00;850,00;100,00000;шт;https://i5.storeland.net/3/1402/214011852/6e1ffd/sviter-zhenskij-49582.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-27;;194254583;;;Размер;единый;;
"Свитер женский 49582";;"Размер: единый 40-50<br />
Ткань: шерсть, акрил<br />
<br />
<br />
<br />
<br />
<br />
 ";;49582;"1 100,00";0,00;850,00;100,00000;шт;"https://i5.storeland.net/3/1402/214011850/6e1ffd/sviter-zhenskij-49581.png
https://i5.storeland.net/3/1402/214011851/6e1ffd/sviter-zhenskij-49581.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-26;;194254582;;;Размер;единый;;
"Свитер женский 49581";;"Размер: единый 40-50<br />
Ткань: шерсть, акрил<br />
<br />
<br />
<br />
<br />
<br />
 ";;49581;"1 100,00";0,00;850,00;100,00000;шт;https://i5.storeland.net/3/1402/214011849/6e1ffd/sviter-zhenskij-49580.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-25;;194254581;;;Размер;единый;;
"Свитер женский 49580";;"Размер: единый 40-50<br />
Ткань: шерсть, акрил<br />
<br />
<br />
<br />
<br />
<br />
 ";;49580;"1 100,00";0,00;850,00;100,00000;шт;https://i5.storeland.net/3/1402/214011848/6e1ffd/sviter-zhenskij-49579.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-24;;194254580;;;Размер;единый;;
"Свитер женский 49579";;"Размер: единый 40-50<br />
Ткань: шерсть, акрил<br />
<br />
<br />
<br />
<br />
<br />
 ";;49579;"1 100,00";0,00;850,00;100,00000;шт;https://i5.storeland.net/3/1402/214011847/6e1ffd/vodolazka-zhenskaya-49569.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-23;;194254579;;;Размер;единый;;
"Водолазка женская 49568";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49568;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973868/6e1ffd/vodolazka-zhenskaya-49567.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-281;;194234274;;;Размер;42-48;;
"Водолазка женская 49568";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49568;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973868/6e1ffd/vodolazka-zhenskaya-49567.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-281;;194234274;;;Размер;50-56;;
"Водолазка женская 49567";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49567;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973867/6e1ffd/vodolazka-zhenskaya-49566.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-280;;194234273;;;Размер;42-48;;
"Водолазка женская 49567";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49567;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973867/6e1ffd/vodolazka-zhenskaya-49566.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-280;;194234273;;;Размер;50-56;;
"Водолазка женская 49566";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49566;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973866/6e1ffd/vodolazka-zhenskaya-49565.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-279;;194234272;;;Размер;42-48;;
"Водолазка женская 49566";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49566;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973866/6e1ffd/vodolazka-zhenskaya-49565.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-279;;194234272;;;Размер;50-56;;
"Водолазка женская 49565";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49565;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973864/6e1ffd/vodolazka-zhenskaya-49564.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-278;;194234271;;;Размер;42-48;;
"Водолазка женская 49565";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49565;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973864/6e1ffd/vodolazka-zhenskaya-49564.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-278;;194234271;;;Размер;50-56;;
"Водолазка женская 49564";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49564;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973863/6e1ffd/vodolazka-zhenskaya-49563.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-277;;194234270;;;Размер;42-48;;
"Водолазка женская 49564";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49564;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973863/6e1ffd/vodolazka-zhenskaya-49563.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-277;;194234270;;;Размер;50-56;;
"Водолазка женская 49563";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49563;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973862/6e1ffd/vodolazka-zhenskaya-49562.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-276;;194234269;;;Размер;42-48;;
"Водолазка женская 49563";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49563;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973862/6e1ffd/vodolazka-zhenskaya-49562.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-276;;194234269;;;Размер;50-56;;
"Водолазка женская 49562";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49562;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973861/6e1ffd/vodolazka-zhenskaya-49561.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-275;;194234268;;;Размер;42-48;;
"Водолазка женская 49562";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49562;520,00;0,00;400,00;100,00000;шт;https://i5.storeland.net/3/1398/213973861/6e1ffd/vodolazka-zhenskaya-49561.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-275;;194234268;;;Размер;50-56;;
"Водолазка женская 49561";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49561;450,00;0,00;350,00;100,00000;шт;https://i4.storeland.net/3/1398/213973860/6e1ffd/kofta-zhenskaya-49560.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-274;;194234267;;;Размер;42-48;;
"Водолазка женская 49561";;"Размер: единый 42-48, 50-56<br />
Ткань: кашемир<br />
<br />
<br />
<br />
<br />
<br />
 ";;49561;520,00;0,00;400,00;100,00000;шт;https://i4.storeland.net/3/1398/213973860/6e1ffd/kofta-zhenskaya-49560.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-274;;194234267;;;Размер;50-56;;
"Кофта женская 49560";;"Размер: 42-48 (единый)<br />
Ткань: лапша<br />
<br />
<br />
<br />
<br />
<br />
 ";;49560;450,00;0,00;350,00;100,00000;шт;https://i5.storeland.net/3/1398/213973859/6e1ffd/kofta-zhenskaya-49558.png;;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-273;;194234266;;;Размер;единый;;
"Кофта женская 49559";;"Размер: 42-48 (единый)<br />
Ткань: лапша<br />
<br />
<br />
<br />
<br />
<br />
 ";;49559;390,00;0,00;300,00;100,00000;шт;"https://i5.storeland.net/3/1398/213973852/6e1ffd/kofta-zhenskaya-49558.png
https://i3.storeland.net/3/1398/213973853/6e1ffd/kofta-zhenskaya-49558.png
https://i3.storeland.net/3/1398/213973854/6e1ffd/kofta-zhenskaya-49558.png
https://i4.storeland.net/3/1398/213973855/6e1ffd/kofta-zhenskaya-49558.png
https://i4.storeland.net/3/1398/213973856/6e1ffd/kofta-zhenskaya-49558.png
https://i5.storeland.net/3/1398/213973857/6e1ffd/kofta-zhenskaya-49558.png
https://i5.storeland.net/3/1398/213973858/6e1ffd/kofta-zhenskaya-49558.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-272;;194234265;;;Размер;42-48;Цвет;"  малиновый"
"Кофта женская 49559";;"Размер: 42-48 (единый)<br />
Ткань: лапша<br />
<br />
<br />
<br />
<br />
<br />
 ";;49559;390,00;0,00;300,00;100,00000;шт;"https://i5.storeland.net/3/1398/213973852/6e1ffd/kofta-zhenskaya-49558.png
https://i3.storeland.net/3/1398/213973853/6e1ffd/kofta-zhenskaya-49558.png
https://i3.storeland.net/3/1398/213973854/6e1ffd/kofta-zhenskaya-49558.png
https://i4.storeland.net/3/1398/213973855/6e1ffd/kofta-zhenskaya-49558.png
https://i4.storeland.net/3/1398/213973856/6e1ffd/kofta-zhenskaya-49558.png
https://i5.storeland.net/3/1398/213973857/6e1ffd/kofta-zhenskaya-49558.png
https://i5.storeland.net/3/1398/213973858/6e1ffd/kofta-zhenskaya-49558.png";;;"Кофта женская";"одежда оптом, блузка, купить кофту, кофты оптом, оптом, водолазка женская, прикольные, модные, интернет магазин, кофта";"Женская одежда оптом, мужская и детская одежда оптом. Одежда дешево в нашем магазине. Интернет магазин Cozy работает с 2014 года.";580f105723-272;;194234265;;;Размер;42-48;Цвет;"  черный"
