"Название товара";"Короткое описание товара";"Полное описание товара";"Скрыт ли товар на сайте?";Артикул;"Цена продажи, без учёта скидок";"Старая цена";"Закупочная цена";Остаток;"Ед. измерения";"Изображения товара";"Короткое SEO описание товара";"Полное SEO описание товара";"Заголовок страницы товара";"Мета-тег keywords";"Мета-тег description";"URL переменная пути";"Описание модификации товара";"Идентификатор товара в магазине";"Пользовательский идентификатор товара";"Изображение модификации товара";"Название св-ва для модификации товара №1";"Значение св-ва для модификации товара №1"
"Беспроводной светодиодный светильник 44312";;"Беспроводной светодиодный светильник с 20 LED лампами на солнечной батарее и датчиком движения.<br />
<br />
Беспроводной светильник LED на солнечных батареях - отличное решение для освещения придомовой территории. Светильник состоит из 20-ти LED -ламп, яркость освещения сопоставимо лампе 40 Вт. Светильник работает в автоматическом режиме: при наступлении темноты (датчик света), при обнаружении движения (датчик движения) в радиусе 2-х метров, освещение включается на 15 сек и непрерывно горит до исчезновения движения. Полного заряда хватает на 12 часов работы. Степень защиты корпуса IP 64, водонепроницаемая конструкция. В светильнике используются современные материалы солнечных панелей, которые хорошо заряжаются даже в пасмурный день. Автоматический светильник отличный охранник для вашего дома, т.к. любое движение не останется не замеченным. Светильник имитирует ручное включение света хозяевами, даже когда их нет дома. И главное, светильник использует бесплатную солнечную энергию, поэтому вам не будут приходить счета за электричество.";;44312;220,00;0,00;170,00;100,00000;шт;"https://i3.storeland.net/3/791/207901949/6e1ffd/kapsuly-dlya-stirki-5v1-30sht-44311.png
https://i3.storeland.net/3/791/207901950/6e1ffd/kapsuly-dlya-stirki-5v1-30sht-44311.png
https://i3.storeland.net/3/791/207901951/6e1ffd/kapsuly-dlya-stirki-5v1-30sht-44311.png
https://i3.storeland.net/3/791/207901952/6e1ffd/kapsuly-dlya-stirki-5v1-30sht-44311.png";;;"Беспроводной светодиодный светильник";"Комплект постельного белья, купить постельное белье, кухня оптом, кпб опт, кпб оптом, постельное оптом, детское постельное, полотенца, подароки для кухни, товары для кухни, товары для дома, Беспроводной светодиодный светильник";;Komplet-postelnogo-belya-194;;191732480;;;Размер;единый
"Чудо-шланг садовый 44307";;"Чудо-шланг садовый для полива с насадкой распылителем, растягивающийся <br />
Размеры: 12м, 25м, 37м";;44307;390,00;0,00;300,00;100,00000;шт;"https://i5.storeland.net/3/790/207899329/6e1ffd/mini-vafelnica-44306.jpg
https://i3.storeland.net/3/790/207899339/6e1ffd/mini-vafelnica-44306.jpg";;;"Чудо-шланг садовый";"Комплект постельного белья, купить постельное белье, кухня оптом, кпб опт, кпб оптом, постельное оптом, детское постельное, полотенца, подароки для кухни, товары для кухни, товары для дома, Чудо-шланг садовый";;Komplet-postelnogo-belya-188;;191731696;;;Размер;12м
"Чудо-шланг садовый 44307";;"Чудо-шланг садовый для полива с насадкой распылителем, растягивающийся <br />
Размеры: 12м, 25м, 37м";;44307;520,00;0,00;400,00;100,00000;шт;"https://i5.storeland.net/3/790/207899329/6e1ffd/mini-vafelnica-44306.jpg
https://i3.storeland.net/3/790/207899339/6e1ffd/mini-vafelnica-44306.jpg";;;"Чудо-шланг садовый";"Комплект постельного белья, купить постельное белье, кухня оптом, кпб опт, кпб оптом, постельное оптом, детское постельное, полотенца, подароки для кухни, товары для кухни, товары для дома, Чудо-шланг садовый";;Komplet-postelnogo-belya-188;;191731696;;;Размер;25м
"Чудо-шланг садовый 44307";;"Чудо-шланг садовый для полива с насадкой распылителем, растягивающийся <br />
Размеры: 12м, 25м, 37м";;44307;780,00;0,00;600,00;100,00000;шт;"https://i5.storeland.net/3/790/207899329/6e1ffd/mini-vafelnica-44306.jpg
https://i3.storeland.net/3/790/207899339/6e1ffd/mini-vafelnica-44306.jpg";;;"Чудо-шланг садовый";"Комплект постельного белья, купить постельное белье, кухня оптом, кпб опт, кпб оптом, постельное оптом, детское постельное, полотенца, подароки для кухни, товары для кухни, товары для дома, Чудо-шланг садовый";;Komplet-postelnogo-belya-188;;191731696;;;Размер;37м
